Type,Name,Date Added,Modified History,Description
Theme,SOC_FORCEDRELOCATION,2014-10-01 00:00:00,2014-10-01 00:00:00,Forced relocation
Theme,SOC_GENERALCRIME,2014-10-01 00:00:00,2014-10-01 00:00:00,Relating to general criminal activity
Theme,SOC_INTELSHARING,2014-10-01 00:00:00,2014-10-01 00:00:00,Intelligence sharing
Theme,SOC_JUDICIALCOOP,2014-10-01 00:00:00,2014-10-01 00:00:00,Judicial cooperation
Theme,SOC_MASSMIGRATION,2014-10-01 00:00:00,2014-10-01 00:00:00,Forced migration
Theme,SOC_PARDON,2014-10-01 00:00:00,2014-10-01 00:00:00,Relating to pardoning
Theme,SOC_SUICIDE,2014-10-01 00:00:00,2014-10-01 00:00:00,Relating to suicide
Theme,SOC_SUSPICIOUSACTIVITIES,2014-10-01 00:00:00,2014-10-01 00:00:00,"Specific mentions of ""suspicious"" activities"
Theme,SOC_SUSPICIOUSPEOPLE,2014-10-01 00:00:00,2014-10-01 00:00:00,"Specific mentions of ""suspicious"" persons"
Theme,SOC_TRAFFICACCIDENT,2014-10-01 00:00:00,2014-10-01 00:00:00,Traffic accidents
Theme,SOVEREIGNTY,2013-10-13 00:00:00,2013-10-13 00:00:00,"Actual mentions of ""sovereignty"", ""proclaim independence"", ""independent state"", etc"
Theme,STATE_OF_EMERGENCY,2013-10-13 00:00:00,2013-10-13 00:00:00,"Martial law, state of emergency, emergency rule, etc"
Theme,STRIKE,2013-10-13 00:00:00,2013-10-13 00:00:00,"Strikes, work stoppages, lock outs, etc"
Theme,SUICIDE_ATTACK,2013-10-13 00:00:00,2013-10-13 00:00:00,Suicide attacks
Theme,SURVEILLANCE,2014-02-20 00:00:00,2014-02-20 00:00:00,"Surveillance, spying."
Theme,TAKE_OFFICE,2013-10-13 00:00:00,2013-10-13 00:00:00,"Mention of someone taking office either through force or through normal channels (took office, seized office, etc)"
Taxonomy,TAX_CARTELS,2013-10-18 00:00:00,2013-10-18 00:00:00,Returns any mention of a major recognized drug cartel
Taxonomy,TAX_DISEASE,2013-10-13 00:00:00,2013-10-13 00:00:00,Returns any mention of a major infectious disease
Taxonomy,TAX_ETHNICITY,2013-10-13 00:00:00,2013-10-13 00:00:00,Returns any mention of a major ethnicity from around the world (expands CAMEOETH)
Taxonomy,TAX_FNCACT,2013-10-13 00:00:00,2013-10-25 00:00:00,"Returns any mention of a ""functional actor"", which is essentially a ""role"" from a ""child"" to a ""burgler"" to get a better understanding of the specific roles of people involved "
Taxonomy,TAX_FOODSTAPLES,2013-11-27 00:00:00,2013-11-27 00:00:00,"Captures a cross-section of major food staples like bread, rice, etc"
Taxonomy,TAX_MILITARY_TITLE,2013-10-13 00:00:00,2013-10-13 00:00:00,"Returns any mention of a major military title such as Captain, 1st Lieutenant, etc"
Taxonomy,TAX_POLITICAL_PARTY,2013-10-13 00:00:00,2013-10-13 00:00:00,Returns any mention of a major recognized political party around the world
Taxonomy,TAX_RELIGION,2013-10-13 00:00:00,2013-10-13 00:00:00,Returns any mention of a major religion from around the world (expands CAMEOREL)
Taxonomy,TAX_SPECIAL_ISSUES,2013-10-13 00:00:00,2013-10-13 00:00:00,Returns mentions of special issues such as certain major laws and will eventually be replaced by a new tracking system for those
Taxonomy,TAX_SPECIALDEATH,2014-10-01 00:00:00,2014-10-01 00:00:00,Special kinds of death such as beheadings
Taxonomy,TAX_TERROR_GROUP,2013-10-13 00:00:00,2013-10-13 00:00:00,Returns any mention of a major recognized terror group around the world
Taxonomy,TAX_WEAPONS,2014-10-01 00:00:00,2014-10-01 00:00:00,Specific weaponry
Theme,TERROR,2013-10-13 00:00:00,2013-10-13 00:00:00,"Primary discussion of terrorists, bombings, assasinations, etc"
Theme,TORTURE,2013-10-13 00:00:00,2013-10-13 00:00:00,"Just mentions of the term ""torture"", not actual torture techniques like waterboarding"
Theme,TOURISM,2013-10-13 00:00:00,2013-10-13 00:00:00,"Actual mentions of ""tourism"", ""tourists"", etc, not related terms"
Theme,TRAFFIC,2014-02-20 00:00:00,2014-02-20 00:00:00,Road traffic.
Theme,TRANSPARENCY,2014-02-20 00:00:00,2014-02-20 00:00:00,Any mention of transparency or accountability.
Theme,TREASON,2013-10-13 00:00:00,2013-10-13 00:00:00,"Treason, sedition, insurrection."
Theme,TRIAL,2013-10-13 00:00:00,2013-10-13 00:00:00,"Trail, courts, judges, lawyers, lawsuits, etc"
Theme,UNEMPLOYMENT,2013-10-13 00:00:00,2013-10-13 00:00:00,"Joblessness, unemployment"
Theme,UNGOVERNED,2014-05-12 00:00:00,2014-05-12 00:00:00,Ungoverned spaces
Theme,UNREST_CHECKPOINT,2014-10-01 00:00:00,2014-10-01 00:00:00,Relating to checkpoints
Theme,UNREST_CLOSINGBORDER,2014-10-01 00:00:00,2014-10-01 00:00:00,Closing borders
Theme,UNREST_HUNGERSTRIKE,2014-10-01 00:00:00,2014-10-01 00:00:00,Hunger strikes
Theme,UNREST_MOLOTOVCOCKTAIL,2014-10-01 00:00:00,2014-10-01 00:00:00,Molotov cocktails
Theme,UNREST_POLICEBRUTALITY,2014-10-01 00:00:00,2014-10-01 00:00:00,Police brutality
Theme,UNREST_STONETHROWING,2014-10-01 00:00:00,2014-10-01 00:00:00,Stone throwing
Theme,UNREST_STONING,2014-10-01 00:00:00,2014-10-01 00:00:00,Stoning
Theme,UNSAFE_WORK_ENVIRONMENT,2014-02-20 00:00:00,2014-02-20 00:00:00,"Work injuries, killed on the job, working conditions, etc."
Theme,URBAN,2014-05-20 00:00:00,2014-05-20 00:00:00,Discussion of the urban environment
Theme,URBAN_SPRAWL,2014-05-16 00:00:00,2014-05-16 00:00:00,Urban sprawl
Theme,VANDALIZE,2013-10-13 00:00:00,2013-10-13 00:00:00,"Vandalizing, desecration, defacing"
Theme,VETO,2013-10-13 00:00:00,2013-10-13 00:00:00,"Actual mentions of ""veto"", ""voted against"", etc"
Theme,VIOLENT_UNREST,2013-10-13 00:00:00,2013-10-13 00:00:00,"Discussion of violent unrest, from rubber bullets, firing into a crowd, clashes with police or soldiers, violent rioting, etc"
Theme,WATER_SECURITY,2013-10-13 00:00:00,2013-10-13 00:00:00,"Drought, water access, lack of rain, clean water, etc"
Theme,WHISTLEBLOWER,2013-10-13 00:00:00,2013-10-13 00:00:00,"Whistleblowers, document leaks, etc"
Theme,WMD,2013-10-13 00:00:00,2013-10-13 00:00:00,"Weapons of mass distruction, from nuclear to biological to chemical warfare"
Count,WOUND,2013-10-13 00:00:00,2013-10-13 00:00:00,Any mention of something being wounded or injured
